solution_group,solution_priority_action_area,solution_name,sector,state,food_type,annual_tons_diversion_potential,annual_100_year_mtco2e_reduction_potential,annual_100_year_mtch4_reduction_potential,annual_gallons_water_savings_potential,annual_meal_equivalents_diverted,jobs_created,annual_us_dollars_cost,annual_us_dollars_gross_financial_benefit,annual_us_dollars_net_financial_benefit
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retail,Virginia,Dry Goods,213.59262958420928,537.3284291619376,5.088263926901391,23636662.995742988,355987.7159736821,0.0,2818.9357193161104,833395.002304506,830576.0665851899
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retail,Virginia,Fresh Meat & Seafood,718.6590069702578,7570.515616170371,108.36240516927208,872829918.2904367,1197765.0116170964,0.0,9484.660349471513,2804061.291515698,2794576.6311662267
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retail,Virginia,Frozen,5.043825664704566,19.47656169328805,0.2145975142623677,1150694.6312619047,8406.376107840944,0.0,66.56699885158474,19679.981980851782,19613.4149820002
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retail,Virginia,Prepared Foods,40.91532169620277,158.51889239786823,1.6247156013345805,14886980.19639709,68192.20282700463,0.0,539.9889594564092,159643.26430960986,159103.27535015345
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retail,Virginia,Produce,40.88466194401872,61.08817400512284,0.3063498099214575,1414165.3080900025,68141.10324003121,0.0,539.5843206318148,159523.6361918615,158984.0518712297
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retail,Virginia,Ready-To-Drink Beverages,18.34050732848818,25.667940559385578,0.1980474234237524,264969.3189520286,30567.51221414697,0.0,242.05288037933505,71560.92968678547,71318.87680640613
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retail,Washington,Breads & Bakery,487.1903284866661,939.920330441623,11.10137365032124,8103647.031374915,811983.8808111101,0.0,6429.801542075043,1900917.5818578664,1894487.7803157915
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retail,Washington,Dairy & Eggs,223.071903235694,646.0063434587161,8.981891941597668,49087067.14069183,371786.50539282337,0.0,2944.040518771784,870381.200292717,867437.1597739452
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retail,Washington,Dry Goods,118.391162354021,301.646106587336,3.008389015299615,13101444.612970715,197318.6039233684,0.0,1562.4934112229105,461938.238294702,460375.7448834791
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retail,Washington,Fresh Meat & Seafood,394.5619193846031,4166.664638692497,60.00067757261191,479205637.884997,657603.1989743385,0.0,5207.317734700564,1539500.367381176,1534293.0496464754
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retail,Washington,Frozen,2.8101350645617504,10.908815690471402,0.1226504172531279,641102.1210625914,4683.558440936251,0.0,37.08737574426791,10964.57552475187,10927.488149007602
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retail,Washington,Prepared Foods,28.12639797917045,109.64974414833227,1.1516620538794202,10233748.932023028,46877.32996528409,0.0,371.2043251376575,109743.48484916608,109372.28052402842
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retail,Washington,Produce,28.617626566676265,42.83811243849655,0.2277291912441344,989859.1003609604,47696.04427779378,0.0,377.6874224915547,111660.15889645592,111282.47147396435
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retail,Washington,Ready-To-Drink Beverages,9.073539753423086,12.709745649613374,0.1024585648104964,131087.4124629165,15122.566255705144,0.0,119.75003707454694,35403.106832077225,35283.35679500268
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retail,West Virginia,Breads & Bakery,152.52786208196434,297.53155313854427,3.6330260021087177,2537061.7692717635,254213.10346994057,0.0,2013.0200159563824,595132.6982525132,593119.6782365568
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retail,West Virginia,Dairy & Eggs,73.61750467827746,213.4132248540696,2.986565729783422,16199563.20117402,122695.84113046245,0.0,971.583213842596,287240.5316627122,286268.94844886963
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retail,West Virginia,Dry Goods,48.05799337137982,123.35027556174612,1.2657832852528412,5318210.631997077,80096.65561896637,0.0,634.2559402773269,187512.5165810121,186878.2606407348
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retail,West Virginia,Fresh Meat & Seafood,129.3827458972766,1368.2775667415456,19.772259745166565,157138685.29360256,215637.9098287944,0.0,1707.5572531834057,504825.16192214016,503117.6046689568
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retail,West Virginia,Frozen,1.1208523888501265,4.364516055542036,0.0496403070477824,255710.4293497557,1868.087314750211,0.0,14.792695989375092,4373.338073542873,4358.545377553498
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retail,West Virginia,Prepared Foods,7.679682521505273,30.047323707009944,0.3200015447952474,2794241.2981901662,12799.470869175457,0.0,101.35429960772058,29964.55938187917,29863.20508227145
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retail,West Virginia,Produce,6.277589410152972,9.40711348849742,0.0516591993437248,217136.42085208104,10462.64901692162,0.0,82.84986731016409,24493.87720505856,24411.027337748397
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retail,West Virginia,Ready-To-Drink Beverages,3.267527467170197,4.57932534529006,0.037839499903196,47206.683660724135,5445.879111950329,0.0,43.12391260402146,12749.227659837112,12706.10374723309
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retail,Wisconsin,Breads & Bakery,371.1076557076752,721.7433683787979,8.734898574220082,6172793.827491412,618512.759512792,0.0,4897.774929886299,1447986.6004074072,1443088.825477521
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retail,Wisconsin,Dairy & Eggs,189.51957660905745,549.2526259989965,7.672848202848151,41703863.40253232,315865.96101509576,0.0,2501.22630660489,739466.8453322472,736965.6190256423
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retail,Wisconsin,Dry Goods,112.90840914184598,289.2223427569816,2.9452906231951195,12494710.241015645,188180.68190307665,0.0,1490.1335694995234,440545.65028831584,439055.5167188163
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retail,Wisconsin,Fresh Meat & Seafood,346.2754749022043,3660.576030297448,52.84691306651809,420560504.40258586,577125.7915036738,0.0,4570.046760626319,1351096.4810250702,1346526.4342644438
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retail,Wisconsin,Frozen,2.770014200878226,10.777189731967391,0.1221933922393902,631948.9770978255,4616.690334797043,0.0,36.557871819214576,10808.032074038803,10771.47420221959
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retail,Wisconsin,Prepared Foods,22.724346141674594,88.82327016774705,0.942414823955278,8268220.240306181,37873.91023612433,0.0,299.90955756090165,88665.77719453943,88365.86763697854
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retail,Wisconsin,Produce,19.775245060877417,29.624986233265084,0.1612697985988076,684008.7258728637,32958.74176812903,0.0,260.9881472448431,77158.98453595565,76897.9963887108
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retail,Wisconsin,Ready-To-Drink Beverages,7.887524716155766,11.052548775492408,0.0907210042781101,113952.79393448283,13145.874526926276,0.0,104.09734269690328,30775.517356538272,30671.42001384137
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retail,Wyoming,Breads & Bakery,52.74616493080829,102.89037137052291,1.2563487489398213,877349.7293874437,87910.27488468049,0.0,696.1291158306273,205804.808572452,205108.67945662132
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retail,Wyoming,Dairy & Eggs,26.746440755975183,77.53650711262524,1.0850680650555726,5885565.658961082,44577.40125995864,0.0,352.9920360939488,104359.1724061586,104006.18037006466
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retail,Wyoming,Dry Goods,15.439291278757482,39.62797237487155,0.4066502878257831,1708548.3031858497,25732.15213126247,0.0,203.7634432954832,60240.97468104433,60037.21123774885
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retail,Wyoming,Fresh Meat & Seafood,49.308559325541495,521.4589867110187,7.5353296599425725,59886518.34835027,82180.93220923583,0.0,650.7605595818856,192391.97060655287,191741.21004697095
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retail,Wyoming,Frozen,0.3398770646579551,1.3234560771485269,0.0150524743632195,77539.30044167615,566.4617744299253,0.0,4.485602333777588,1326.1311854967014,1321.645583162924
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retail,Wyoming,Prepared Foods,3.226340854305495,12.62329631036189,0.134437075298708,1173899.4199165823,5377.2347571758255,0.0,42.58034321968472,12588.525872560502,12545.945529340815
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retail,Wyoming,Produce,2.7522323787500067,4.124284122778846,0.022648521877546,95197.35188613158,4587.053964583345,0.0,36.32319230967654,10738.65102038366,10702.327828073983
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retail,Wyoming,Ready-To-Drink Beverages,1.0260628109276584,1.4379911058589574,0.0118822883739657,14823.753745961212,1710.1046848794308,0.0,13.541689681036177,4003.4884178458647,3989.946728164829
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Alabama,Breads & Bakery,217.02323735852383,193.6308769950505,8.484050354862596,0.0,0.0,0.2226658415298452,52480.02321064196,48406.95279422092,-4073.070416421043
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Alabama,Dairy & Eggs,233.1309235164251,63.92894254602054,2.747834876546054,0.0,0.0,0.2391923275278519,56375.14409136083,51999.76623189692,-4375.377859463919
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Alabama,Dry Goods,954.8653064160422,767.7575906529124,33.59830704513699,0.0,0.0,0.9796918043828594,230903.1698802205,212982.35329593485,-17920.816584285665
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Alabama,Fresh Meat & Seafood,150.7712699355143,101.27357153941016,4.412788794298955,0.0,0.0,0.1546913229538374,36459.13609076933,33629.475973746594,-2829.6601170227405
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Alabama,Frozen,359.95543770471335,201.50265085098945,8.79552784137017,0.0,0.0,0.3693142790850358,87043.53485582265,80287.92719652435,-6755.607659298298
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Alabama,Prepared Foods,239.51740786559097,150.2782046647695,6.57264132343477,0.0,0.0,0.245744860470096,57919.50796205978,53424.26920297915,-4495.238759080629
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Alabama,Produce,316.6629357940101,78.77871286405262,3.359549495889322,0.0,0.0,0.324896172124654,76574.64897625611,70631.5506635677,-5943.098312688408
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Alabama,Ready-To-Drink Beverages,382.4048141554516,78.68493896896432,3.335536042290083,0.0,0.0,0.3923473393234932,92472.18761918036,85295.25230759225,-7176.935311588108
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Alaska,Breads & Bakery,32.951649407911304,30.56788978093854,1.3445050790475133,0.0,0.0,0.0338083922925168,7968.286469247074,7349.853208324334,-618.4332609227389
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Alaska,Dairy & Eggs,31.82730240809077,8.885312882887906,0.3911684039119809,0.0,0.0,0.0326548122707009,7696.399654887562,7099.068026022755,-597.3316288648068
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Alaska,Dry Goods,106.38124788253616,88.85127930623172,3.906686928101016,0.0,0.0,0.109147160327482,25724.85060127262,23728.29797913797,-1996.552622134653
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Alaska,Fresh Meat & Seafood,21.135451428896,14.740577286244957,0.6454651595885759,0.0,0.0,0.0216849731660471,5110.922659970601,4714.254621098224,-396.6680388723777
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Alaska,Frozen,41.81013999758207,24.23422175632899,1.0661048542125602,0.0,0.0,0.042897203637519,10110.424783169505,9325.736256708882,-784.6885264606206
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Alaska,Prepared Foods,40.73319634137961,26.50870368834332,1.1665163269958854,0.0,0.0,0.0417922594462549,9850.000928277455,9085.524372662076,-764.4765556153791
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Alaska,Produce,49.37037613053728,12.413868808290363,0.5459798305675775,0.0,0.0,0.050654005909931,11938.622411057484,11012.044128877173,-926.5782821803108
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Alaska,Ready-To-Drink Beverages,37.868783133213945,7.826556915450737,0.3442156200573149,0.0,0.0,0.0388533714946772,9157.335601379456,8446.61806641361,-710.7175349658463
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Arizona,Breads & Bakery,430.3859695337826,399.25136120234527,17.56076349398251,0.0,0.0,0.4415760047416609,104074.87209931455,95997.43126170152,-8077.440837613083
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Arizona,Dairy & Eggs,424.06700676849,118.38791708247112,5.211928176080454,0.0,0.0,0.4350927489444705,102546.83613124954,94587.9889549192,-7958.847176330348
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Arizona,Dry Goods,1305.286163623034,1090.1953850615516,47.93461718448553,0.0,0.0,1.3392236038772325,315641.0760304979,291143.5958402372,-24497.48019026075
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Arizona,Fresh Meat & Seafood,290.4553657402857,202.57337683574,8.870348458448074,0.0,0.0,0.2980072052495329,70237.19911856251,64785.9618598854,-5451.2372586771135
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Arizona,Frozen,499.9486677682736,289.7829780569561,12.748048717265307,0.0,0.0,0.5129473331302484,120896.35196651454,111513.36536470636,-9382.986601808196
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Arizona,Prepared Foods,438.2830864352399,285.2296778419435,12.55154080931966,0.0,0.0,0.4496784466825556,105984.53340254622,97758.88026463828,-8225.653137907944
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Arizona,Produce,778.1108336628063,195.65104754032592,8.605014877803244,0.0,0.0,0.798341715338039,188160.83986258064,173557.33354748046,-14603.5063151002
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Arizona,Ready-To-Drink Beverages,470.6248192471815,97.26670964589748,4.277835213285389,0.0,0.0,0.4828610645476081,113805.33134704988,104972.6918019007,-8832.639545149188
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Arkansas,Breads & Bakery,163.55188396382866,151.72035549974186,6.673302934097213,0.0,0.0,0.167804232946888,39549.71260697967,36480.18720393492,-3069.525403044743
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Arkansas,Dairy & Eggs,178.36012470285007,49.79327162244401,2.192106776973343,0.0,0.0,0.1829974879451239,43130.60480613518,39783.15982172456,-3347.444984410622
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Arkansas,Dry Goods,666.1477973724739,556.3770418347311,24.46324840118322,0.0,0.0,0.6834676401041582,161086.2149755521,148584.01972924528,-12502.195246306845
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Arkansas,Fresh Meat & Seafood,110.89037315965348,77.33868951697133,3.3865315178683764,0.0,0.0,0.1137735228618043,26815.236138245706,24734.056703822644,-2081.179434423063
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Arkansas,Frozen,254.6614561306436,147.60826443098662,6.4935399541216325,0.0,0.0,0.2612826539900402,61581.6043077156,56802.14356520129,-4779.460742514311
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Arkansas,Prepared Foods,167.08350678550835,108.73605732940936,4.784933571221481,0.0,0.0,0.1714276779619312,40403.72091460987,37267.91436761012,-3135.8065469997427
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Arkansas,Produce,234.0967752703714,58.86215346965383,2.58884229199699,0.0,0.0,0.2401832914274008,56608.7039768463,52215.199108249486,-4393.5048685968095
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Arkansas,Ready-To-Drink Beverages,213.92171370511144,44.212417966378894,1.944482743680888,0.0,0.0,0.2194836782614441,51730.02042153721,47715.15909089104,-4014.861330646168
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,California,Breads & Bakery,1505.4271201748825,1355.8620587150922,59.46394693267145,0.0,0.0,1.5445682252994293,364038.6677957033,335784.96214697306,-28253.7056487302
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,California,Dairy & Eggs,1320.4020888174366,363.636223219496,15.721425611016736,0.0,0.0,1.35473254312669,319296.3717246732,294515.1973619564,-24781.17436271679
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,California,Dry Goods,4245.4038488818505,3445.002722151863,150.9337489533067,0.0,0.0,4.355784348952778,1026613.072589102,946935.7576936724,-79677.31489542968
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,California,Fresh Meat & Seafood,910.1598638440402,616.9314970836774,26.91406774312977,0.0,0.0,0.9338240203039851,220092.6101799021,203010.82087126357,-17081.789308638563
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,California,Frozen,1462.9223292884078,825.8458786271681,36.116943529423104,0.0,0.0,1.5009583098499064,353760.2642503694,326304.2842665175,-27455.97998385193
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,California,Prepared Foods,1492.4203204752298,944.6763007595592,41.37890566208864,0.0,0.0,1.5312232488075854,360893.3956191285,332883.8002864814,-28009.59533264711
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,California,Produce,2863.7476906178363,714.2539886226609,30.688627493176284,0.0,0.0,2.9382051305739005,692504.3930884094,638757.8628056629,-53746.53028274653
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,California,Ready-To-Drink Beverages,1628.7154643678,335.48376932550303,14.348849542494731,0.0,0.0,1.6710620664413625,393851.95066622447,363284.381702516,-30567.568963708443
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Colorado,Breads & Bakery,345.28477806793853,320.30648628115483,14.088433998653766,0.0,0.0,0.3542621822977048,83495.91217898708,77015.6419926858,-6480.270186301266
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Colorado,Dairy & Eggs,333.3978315362829,93.07556165750223,4.097573082304668,0.0,0.0,0.342066175156226,80621.44012946004,74364.26296697023,-6257.177162489808
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Colorado,Dry Goods,1070.8192322463426,894.3649429254664,39.32418147223769,0.0,0.0,1.0986605322847476,258942.86181830693,238845.83354943083,-20097.028268876154
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Colorado,Fresh Meat & Seafood,198.0699449649971,138.14066577480872,6.048948093994433,0.0,0.0,0.2032197635340868,47896.78485867153,44179.42793856296,-3717.3569201085697
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Colorado,Frozen,393.1738071666969,227.8935500385528,10.025426951306295,0.0,0.0,0.4033963261530309,95076.31890974694,87697.27221422309,-7379.046695523856
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Colorado,Prepared Foods,350.9964189365969,228.42450141354996,10.051827260869471,0.0,0.0,0.3601223258289481,84877.0870660931,78289.62137513293,-6587.465690960162
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Colorado,Produce,608.1647450755942,152.91917848132505,6.725605727523821,0.0,0.0,0.6239770284475596,147064.89648725986,135650.9213681556,-11413.97511910425
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Colorado,Ready-To-Drink Beverages,323.6892456693772,66.89869846725362,2.942235931163207,0.0,0.0,0.3321051660567807,78273.73387533201,72198.76648153369,-6074.967393798308
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Connecticut,Breads & Bakery,146.08967591027738,6.415607518069953,-0.2658560427993577,0.0,0.0,0.1498880074839443,35327.044587123775,32585.248158607275,-2741.7964285164967
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Connecticut,Dairy & Eggs,159.19030278399208,24.78108928134812,-0.0425700732391301,0.0,0.0,0.1633292506563757,38495.00581917709,35507.33813555741,-2987.667683619686
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Connecticut,Dry Goods,568.3242287560555,33.04669788643888,-0.9078475948251842,0.0,0.0,0.5831006587037129,137430.76123694432,126764.50894407356,-10666.25229287078
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Connecticut,Fresh Meat & Seafood,108.88601233723628,6.0894878054025,-0.1260748265899049,0.0,0.0,0.1117170486580041,26330.546554940003,24286.984763995984,-2043.561790944018
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Connecticut,Frozen,203.8846766411591,17.393428873635443,-0.2080886350628584,0.0,0.0,0.209185678233829,49302.8889102138,45476.40168748018,-3826.487222733616
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Connecticut,Prepared Foods,196.5318642610066,13.399870519618595,-0.2359147083069362,0.0,0.0,0.2016416927317922,47524.84998189189,43836.35960662775,-3688.490375264145
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Connecticut,Produce,330.0223818125622,61.04706605828041,-0.0499010321867605,0.0,0.0,0.3386029637396885,79805.19721463071,73611.37015501072,-6193.827059619989
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Connecticut,Ready-To-Drink Beverages,207.6857933760404,38.20008064326616,-0.0133942383052428,0.0,0.0,0.2130856240038172,50222.06557028445,46324.23936878226,-3897.826201502191
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Delaware,Breads & Bakery,44.938299998036086,41.68741249574343,1.833588717917541,0.0,0.0,0.0461066957979848,10866.868707924094,10023.471187390953,-843.3975205331424
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Delaware,Dairy & Eggs,48.27610295552055,13.477368393535842,0.5933297738548193,0.0,0.0,0.0495312816323638,11674.00797472968,10767.966902070764,-906.0410726589148
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Delaware,Dry Goods,178.84462647206976,149.37382457324233,6.567792522710604,0.0,0.0,0.1834945867603434,43247.76582724853,39891.22776208336,-3356.5380651651585
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Delaware,Fresh Meat & Seafood,35.51433416475769,24.768895487579627,1.0845883962524254,0.0,0.0,0.0364377068530411,8587.988567316317,7921.459095145561,-666.5294721707563
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Delaware,Frozen,72.50793148593023,42.02744336240829,1.8488590980688495,0.0,0.0,0.0743931377045642,17533.688897336877,16172.867290002085,-1360.821607334792
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Delaware,Prepared Foods,53.464605887580014,34.79416109184988,1.531118136705254,0.0,0.0,0.0548546856406567,12928.678938158057,11925.260561320543,-1003.4183768375138
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Delaware,Produce,78.36955874269655,19.70552985505184,0.866677585985157,0.0,0.0,0.0804071672700065,18951.133122348787,17480.30108082173,-1470.8320415270557
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Delaware,Ready-To-Drink Beverages,81.16382948060942,16.774590529389855,0.7377543078850728,0.0,0.0,0.0832740890471051,19626.83677034216,18103.562135033026,-1523.2746353091306
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Florida,Breads & Bakery,1015.0616258279664,647.7934449287359,27.24538373853254,0.0,0.0,1.0414532280994933,245459.69515550305,226409.1200681264,-19050.5750873767
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Florida,Dairy & Eggs,1146.268022443534,273.63504753963605,9.372968640859504,0.0,0.0,1.176070991027066,277187.70190527994,255674.65828686196,-21513.04361841801
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Florida,Dry Goods,4178.7931663455365,2426.543835789053,101.00617961189288,0.0,0.0,4.28744178867052,1010505.4418665568,932078.2695999003,-78427.17226665647
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Florida,Fresh Meat & Seafood,808.4306657992103,393.95015809657104,16.295323109776348,0.0,0.0,0.8294498631099894,195492.7067798205,180320.1608871675,-15172.545892652995
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Florida,Frozen,1563.2789055670069,652.9946796597673,26.281980602415192,0.0,0.0,1.603924157111749,378028.2436453168,348688.78147352586,-29339.462171791016
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Florida,Prepared Foods,1641.5493594816187,755.0321389728572,30.966469347014872,0.0,0.0,1.6842296428281405,396955.4114829271,366146.97725911206,-30808.434223815093
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Florida,Produce,2051.895910164758,471.2640124118562,15.157163559023555,0.0,0.0,2.105245203829041,496184.4008131436,457674.6235607624,-38509.7772523812
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Florida,Ready-To-Drink Beverages,1811.0993308433397,360.8177730559514,11.031702085331856,0.0,0.0,1.858187913445266,437955.5667691891,403965.0356378544,-33990.53113133472
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Georgia,Breads & Bakery,469.6831034607006,435.7056959676455,19.164179320082745,0.0,0.0,0.4818948641506786,113577.60796160108,104762.642444161,-8814.965517440094
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Georgia,Dairy & Eggs,487.7771645271313,136.17405171132907,5.994947748518142,0.0,0.0,0.5004593708048365,117953.06911635453,108798.51607022576,-9154.553046128756
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Georgia,Dry Goods,1904.286808555913,1590.4900767191516,69.93199018077951,0.0,0.0,1.953798265578367,460489.93245657376,424750.4680622772,-35739.46439429656
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Georgia,Fresh Meat & Seafood,336.84982161507526,234.9304364791705,10.287209837822475,0.0,0.0,0.345607916977067,81456.19184389811,75134.22807680855,-6321.963767089573
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Georgia,Frozen,717.2082619449246,415.7121709338873,18.287889243735048,0.0,0.0,0.7358556767554925,173433.53039911462,159973.0374597585,-13460.492939356154
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Georgia,Prepared Foods,543.1268441538293,353.46081010177954,15.554053898087323,0.0,0.0,0.5572481421018286,131337.59192997395,121144.2416315793,-10193.350298394653
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Georgia,Produce,804.8027971576865,202.3625729333068,8.900197431566221,0.0,0.0,0.8257276698837862,194615.4245457628,179510.96612898703,-15104.458416775757
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Georgia,Ready-To-Drink Beverages,759.5160622409043,156.9735068701946,6.903767976596056,0.0,0.0,0.7792634798591677,183664.2981664217,169409.77666189068,-14254.521504531089
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retail,Hawaii,Breads & Bakery,30.935141960804053,23.144094109328165,0.9944024969103747,0.0,0.0,0.0317394556517846,7480.659619160993,6900.071968354818,-580.5876508061751
